review,sentiment
"This is one of the worst films I've seen for years. The storyline has potential that is never realized. The actors are a poor choice, but considering the screen writing, their talent isn't wasted. I really wanted everyone dead as quickly as possible so I could get out and watch something else. Unfortunately, I did stay to the end and had a laugh at the murmurs of people moaning about how crappy this is. There wasn't booing, after all, this is England, just gentle moans about how crap that was. Then, I look on IMDb and see 288 people have given it 10 out of 10. I really just cannot see how those people are able to give that score. They must be a PR company working with the distributor. There's a hilarious set problem towards the end of the film, when in the graveyard and the hick attacks, look out for the dodgy scenery that rocks when touched (supposed to be a brick wall) - the blood effects are waaaay OTT - the film feels like everyone is making a spoof horror except the Director.",negative
"Soul Calibur is more solid than it ever was... with the new character creation, and the bad-ass chronicle of the sword mode on the home version.<br /><br />The arcade version is more complete, even though the character roster is smaller than the home version, this version is definitely the more pretty of the two, eliminating all of the ""goofy/unrealistic"" fighting styles found in the home version. If you were in any way disappointed with the home version, or perhaps thought it was ""too much,"" you might find a much more likable and straight forward game of Soul Calibur in the arcade. Think you have what it takes to become a Legend?",positive
"0*'s Christian Slater, Tara Reid, Stephen Dorff, Frank C. Turner, Mathew Walker, Will Sanderson. Directed by Uwe Boll.<br /><br />Based on the video game director Uwe Boll attempts to recreate the game into an action-packed nail biter sadly he doesn't succeed. Instead he makes one of the worst movies ever MADE! Even though he gets minor celebrity such as Christian Slater, Tara Reid and Stephen Dorff his movie lacks the necessary fundamentals that a movie needs to be good such as a story line, and some basic relativity of what's going on in the dark and the light. The movie bounces all around and Uwe Boll has no creative control. And not to mention the bad CGI used on making the monsters. Even though they did look cool and the feedings were well, a little lame. Honestly this is one of the worst movies ever made. My final rating 0/10.",negative
"Having not read the book, I was more open to the fresh interpretation that each director gives to their medium (which is film, not ""to the letter"" reproductions of literature)on this particular film. I was happy that the holocaust that occurred in Russia (and it's neighboring countries) finally received some attention. The Nazis were particularly cruel to Russians and Russian Jews. If you read the histories and see the monuments built in Smolensk and nearby regions you will understand this movie and why many kept silent when they should've spoken up.<br /><br />It was certainly time for this to be chronicled and I hope that more stories will come out of this. It's high time.",positive
"After his classic film noir homage Chinatown Roman Polanski returned to the themes that had given him his greatest hits in the 60s with this creepy psychological horror which, like Repulsion and Rosemary's Baby, deals with the paranoia and claustrophobia generated by apartment living.<br /><br />Claustrophobic environments are the ones which Polanski is best at creating, and this has to be the most suffocating and confined picture he ever created. The emphasis on side walls and distant vanishing points is greater than ever, and even in the small number of exterior scenes the sky is rarely glimpsed. But The Tenant is not just confined spatially, but also in the intensity with which it focuses on its protagonist. Trelkovsky, played by Polanski himself is not only in every scene, he is in virtually every shot. When he is not on screen more often than not the camera becomes Trelkovsky's point of view. And of course almost everywhere he looks he sees his own reflection staring back at him in a mirror.<br /><br />I can't think of any film that is more about the internalisation and solitude of one character. Some psychological thrillers, like M or Peeping Tom, manipulate us into feeling sorry for the mentally ill protagonist. Others, like Psycho, attempt in-depth scientific analysis of his mental condition. The Tenant fits into neither of these categories  it simply immerses us completely inside Trelkovsky's experience without demanding we actually understand or appreciate what is going on inside his head. We feel his paranoia and obsession even though it is constantly revealed to us that they are irrational.<br /><br />Polanski was also a master of the slowly unfolding horror film. Often in his horrors there is an ambiguity as to whether there is actually anything sinister going on, but they are among the most effective at frightening audiences. Why? Precisely because they unfold so slowly and invest so much time in painstakingly setting up situations that they immerse the viewer in paranoia. A much later Polanski horror, The Ninth Gate is a bit of a mess plot-wise but at least it still manages to achieve that creeping sense of dread.<br /><br />This is a rare chance to see Polanski himself in a major role. His talent in front of the camera was as good as behind it, and he is absolutely perfect as the meek Trelkovsky. Another standout performance is that of the all-too-often overlooked Shelley Winters as the concierge. In actual fact it is rather a stellar cast, although many of the familiar faces look out of place in this strange, Gothic European movie. Also sadly many of the French actors in supporting roles are atrociously dubbed in the English language version.<br /><br />The Tenant is more polished and less pretentious than Repulsion, but it lacks the suspense and the character that make Rosemary's Baby so engrossing and entertaining. The Tenant is good, with no major flaws, and Polanski was really on top form as a director, but it's not among his most gripping works.",positive
"I think Charlotte Gainsbourg is one of the best performers in the world. I can't understand why some people say she's not. Boring....??? Maybe the one who said she's boring is because he/she is boring. She's a great actress and the movie was excellent. It has lots of wonderful ideas and very good performers. The direction was great. I imaging myself in the French environment with all the sophistication and perfume, flowers, churches, problems, etc. When she goes to the sister's shop is simply amazing. Everything's great. We have a very good actress, wonderful, for long time. Alain Chabat and Bernadette Lafont are perfect. I like him more than in his next movie LA SCIENCE DES RÊVES. And Eric Lartigau did a very good work.<br /><br />Ana",positive
"It's nice to see Julie Andrews trying a straight dramatic role here--something she hadn't done in awhile--but her character of Judith(wise they didn't try to pass her off as a 'Judy')has the old refined manners and tomboyish hairstyle of yore, and Andrews enacts 'grown-up' as any other actress would interpret frigid. It's a surprisingly bland drama set in Barbados involving Omar Sharif(not the liveliest leading man around--not even in 1974!)hoping to make Andrews a spy while also slowly leading her into the proverbial bedroom. Unmemorable outing does have some camp value: the James Bond-like credits at the beginning are a cheesy hoot. As for Julie: she's quiet and contemplative, but that doesn't do much for the audience, or for the film. Blake Edwards paces the freakin' thing like a funeral. * from ****",negative
"Guys and Dolls is a unique play based on the characters. Sky Masterson<br /><br />(Marlon Brando) is a high-class gambler who takes up a bet with Nathan Detroit (Frank Sinatra) for one-thousand dollars. Nathan needs the money so he can<br /><br />run his usual crap game and make a fortune. The bet was that Sky wouldn't be able to take just any girl to Havana, Cuba and the ""doll"" he chose was Sarah<br /><br />Brown (Jean Simmons) who was in charge of a missionary. Sky finally bribes<br /><br />Sarah enough to go to Havana with him. They end up falling in love with each other, but later she accuses him of something he had no part in. Nathan ran a crap game in the missionary the night they were gone. Nathan's 14 year fiancé Adelaide (Vivian Blaine) disapproves of Nathan's gambling and tries to stop him from doing it. However, when the movie ends it all ends happy with a double<br /><br />wedding.<br /><br />The songs in this movie are just wonderful no matter who sings it. Marlon<br /><br />Brando has no singing voice at all and true they could have dubbed him but it didn't really matter. He did a wonderful acting job (obviously seeing as it's Brando) and played his character very well. I have seen a few movies with Jean Simmons and thought that this movie was her weakest one, she also couldn't<br /><br />sing at all. However, the singing is made up by Frank Sinatra, Vivien Blaine, and Stubby Kaye. Vivien Blaine and Stubby Kaye was also in the original<br /><br />Broadway production of Guys and Dolls. Vivien Blaine had a terrific voice and was the perfect Adelaide. If you like musical, and even if you don't, i advise you to watch this.",positive
"Even though it has one of the standard ""Revenge Price Plots,"" this film is my favorite of Vincent Price's work. Gallico has that quality that is missing in so many horror film characters- likeability. When you watch it, you feel for him, you feel his frustration, the injustices against him, and you cheer him on when he goes for vengeance, even though he frightens you a little with his original fury. As the film goes on, his character becomes tragic. He's committed his murder, but now he must kill to cover that up. And again to cover that one up. And again... your stomach sinks with his soul as it goes down its spiral- like watching a beloved brother turn into a hood. Even if the revenge story is of old, the plot devices themselves are original- Gallico uses his tricks to kill in more and more inventive ways. A shame this one isn't available for home veiwing.",positive
Bottom has been my favourite sitcom ever since i saw it on t.v and the movie is even better if your a bottom fan i say this is a must buy!!! the plot is that Eddie and Ritchie run a hotel named guest house Paradise but not all goes right for them as customers leave until a famous actress come to stay they try there best to impress her but not all well go right this is a upbringing to British cinema so buy this and you will wet yourself with laughter. also starring Simon Peggi (shaun of the dead) and also bill neigh (love actually) it might of not done good in the box office or by the looks of it on this website but don't listen to them buy this and i swear you will love it,positive
"Blonde and Blonder has Pamela Anderson and Denise Richards in almost every scene and if you want more from a movie you're being utterly unreasonable. It feels like a late era Carry On, when the series was no longer blazing trails, but was still more funny than not, think Behind or England and you won't be too far off the mark. Pamela and Denise are bubbly, charming and clearly aware this isn't a masterpiece they're making, although you can give me it over lots of things I'm told to like. The supporting cast are energetic, even if some of them aren't particularly good; I can't see a couple of duff turns in a movie that's already practically forgotten making much difference to anything, so just smile. I really do think Blonde and Blonder is ace and I hope you hate me for it.",positive
"This ranks way up there on my top list of worst movies I've seen so far on Starz on Demand. They seem to pick up every straight to DVD crap-fest they can find and put it on here.<br /><br />Why? Who knows! Apparently anyone with a digital camera and a shoestring budget can come up with a horror movie and get it put on TV. To be honest, this looked terrible from the moment I saw the trailer--but I did give it a real chance.<br /><br />I always try to have an open mind about low-budget movies. Some of the best movies I've ever seen were films that worked around their low budget or in other cases only required that low budget to be great.<br /><br />This is not one of those movies.<br /><br />You know the plot by now, I'm sure, if you're reading this. Either you heard about it on Starz on Demand or for whatever reason you ended up on this page out of boredom. It's about a pathetic and whiny girl we get to know for all of 3 minutes in an incredibly bad ""heavy metal"" music video. Whoever put it together must have thought it looked really interesting, but it really, really doesn't. Anyway, she kills herself. Then she possesses someone. Then some killing starts. It's really unmemorable and as completely average and boring as possible. When the first gunshot goes off in her apartment it quite seriously sounds like a piece of popcorn popping. Was that the best sound effect they could come up with? I could find a better sound effect to use for free, (with no copyright,) on the internet... right. now.<br /><br />Don't let the other reviews claiming this is a 10 star movie fool you. They are obviously either distributors of the film or maybe even the director trying to con you into thinking this piece of junk is worth buying.<br /><br />Laughable.",negative
"Nothing really unpredictable in this movie, but a solid flick in all respects. Everything from acting to cinematography was solid. Not a perfectly linear plot line, but there wasn't anything you couldn't see coming. Perhaps a tad melodramatic at points, but again, a fairly decent movie none the less. Definitely worth checking out. If in doubt of what film to rent over the weekend, give this a go. Though you may not feel like running out and buying it, I found it to be quite worth while.",positive
"I remember that the trailer for Legend of Zu was quite impressive and being a fan of A Man Called Hero (my all time favourite), Storm Riders I decided that I must watch this one too. I know that there is way to much critcism on Ekin Cheng's acting ability everywhere but he is my favourite Hong Kong moviestar so far (way better than Nicolas Tse nevertheless)and he is one of the factors that I enjoyed this movie. Without a doubt this film is a work of art from the beginning to the end. I even thought that only the actors were real and everything else was computer generated by the end of this film. They must have put a lot of work into this one and they deserve good credit for that. The storyline of the movie was a fairytale between good and evil with a love story thrown in (I guess Ekin Cheng pulls the girls easily).The story is not very intellectual and deep but that is not what you expect when watcing an action movie. I wished there were more martial arts action with fists and fist instead of battles with magical abilities, but well that's life and it never goes the way you want it to. And why did they sound like supersonic planes in the battle through the sky in the end ? That's way too funny. Legend of Zu cannot be A Man Called Hero in my eyes but it flows like a videogame and that is not a bad thing at all. If a company decides to publish games on this movie I will not get suprised as it carries all the videogames elements. Good work. Please make more fantasy movies like this",positive
"I have to say that there is one redeeming speck in regards to this ""film"". It firmly establishes the bottom of the barrel. Now filmmakers know what to aim above when making a movie. Other than that I regret watching this debacle. What shameless abandon the making of this ""film"" was. What a waste of $100,000 (that's right folks, ONE HUNDRED THOUSAND dollars). This ""film"" reminds me of that ""Adult Video Awards"" show in which of group of ""industrial prostitutes"" stand up a praise themselves, believing that they are real actors, actresses and filmmakers. Ironic then how I've watched blue movies with better acting, directing and writing. I also found it funny that the Executive Producer, Justin Ament, just had to be in the ""movie"". He plays Deputy Jake Barker. I'm sure his ""acting"" career has taken off... Ted Pfiffer, the writer, has a part. He no doubt was wallowing in the clichéd glory he created. It should be noted that Carrie Finklea has a lead role in the movie. You might remember her from Gus Van Sant's 'Elephant'. Though I'm not too sure that she'll want to write this film on her resume. And I'm not sure which is a more depressing point; money was spent to make this film or people are going to watch it. Along with 'Torque', 'Godsend' and 'Sky Captain and the World of Tomorrow', one of the worst films, IF NOT THE WORST FILM, of 2004.",negative
"This is easily the most disappointing, least gratifying movie of the entire so-called blacksploitation genre, which, by the way, are films we generally enjoy a great deal in our home. Rather than being ""exploitation"" or demeaning, these films actually provide a priceless insight into an era. Well, not Bucktown.<br /><br />In this story, Duke returns to Bucktown to operate the night club left to him by his recently deceased brother. He quickly learns that the city is entirely controlled by a corrupt police force, bleeding protection money out of all the local businesses. Duke resists, and determines that he will rescue the city from the corrupt police. Unfortunately, he does so by calling in a posse of his friends (these people are vaguely explained as some former black-militants who have worked with Duke on ""jobs"" in the past) and they simply murder the entire police department in cold blood. And literally in the presence of hundreds of witnesses who do nothing to stop it. Ignorance is not a justification for murder, and it would have been much more entertaining to see the Cracker Police suffer for their actions as opposed to merely getting whacked in the street. While revenge is a ubiquitous and generally satisfying theme in films of this genre, it is a far cry from seeing Pam Grier track down the thugs who off'ed her family, cuss them out, give them a jujitsu ass-kickin' and set their 'fro on fire. That has art (and a reason for existing) and merits a level of respect that is quite undeserved by simply shooting someone in the back. Of course, in this bizarre tale, she is playing a woman completely under The Man's thumb, afraid of the Crackers who run her town and oppress her people. Indeed, her advice to Duke is, ""Run, man, they gonna kill you!""<br /><br />Following the sickening and gratuitous violence, we are expected to believe that the town's mayor wholeheartedly condones the actions of Duke and his friends, congratulating them and offering to throw a parade in their honor, as opposed to, say, calling the district attorney to press capital murder charges against them and have them taken into custody. Duke's posse declines the parade and instead opts to fill the numerous vacancies on the police force created by their recent killing spree. They immediately prove to be even more corrupt than their Cracker Police predecessors (to quote the mayor, ""They are ten times worse than what we had before!""). Now Duke finds he must again rescue the citizens of Bucktown from corrupt, protection-racket law enforcement officials and again make it safe for decent folk to operate a prostitution business in the streets. Unfortunately, Duke has already lost all moral high ground and sympathy due a hero, as he was a willing participant in the murder of the original police force. I wouldn't have cared one way or the other if he had rescued Bucktown or gotten plugged himself at this point. I suppose we are to be entertained by the clever way Duke has to outsmart the new Police Goons, but in reality the film has now just become an opera of gratuitous violence, Duke murders all of his former friends and allies in cold blood with the same absence of compassion he had when gunning down the Cracker Police. Duke is a pig.<br /><br />Finally, when everyone in town but Duke, Aretha, and the employees of the local brothel are dead and bleedin' in the street, our hero and heroine walk off into the night as though they had some admirable qualities or redeeming values; they don't. Duke is merely a murderous thug and Aretha his enabling misogynist accomplice. If you are interested in this genre of film, by all means, I highly recommend them, see Coffy, Foxy Brown, Truck Turner, Blacula, Sheba Babybut if in the process you should run across this DVD, throw it as far away as you possibly can! Drop it like it's hot! It should be treated as one would treat a glowing puddle of nuclear waste! There is no single film in the entire Blacksploitation era that is not dramatically more entertaining, satisfying and populated with more sympathetic and admirable characters than this piece of slime, obviously written by and targeted at some hormonally imbalanced high school sophomores.",negative
"It's a shame this movie is rated PG 13--it is really quite suitable for anyone--though young kids might not follow it too well.<br /><br />It belongs to that wonderful genre of serio-comic ghost/angel stories that would have to include everything from Capra's ""It's A Wonderful Life"" to Wenders's ""Wings of Desire."" <br /><br />The photography is stunning, the acting first rate, and--wonder of wonders--the tone is uplifting.<br /><br />My only criticism is that there is not much ambiguity in the film. The two interwoven stories seem intriguingly mysterious at first; but they resolve themselves a little too nicely for my taste. As the director points out in his commentary on the DVD, all the ingredients of Irwin's story are on his bedside table. The symbolism is just a trifle too pat for me.<br /><br />But what a lark! My favorite scene has to be when the relocation team tries to get breakfast at a diner. This is practically theatrical in its magic--a tour de force of witty acting--subtle, playful, and positively rhythmic--coupled with striking cinematography and an acute eye for the grotesque.<br /><br />""Northfork"" is funny, touching, gorgeous to look at, magical (with the above reservations) and has not one single car-chase.<br /><br />An easy nine stars.",positive
"I am from the Dallas/Fort Worth area and lived in Arlington for a few years. This movie was way off as far as making it look like Arlington. I saw mountains in the background of one scene! Texas doesn't have mountains. I guess that happens when a movie that is supposed to be in Texas is filmed in Canada. The accents are also really bad. They should have gotten actors from Texas to play the parts. There a lot of aspiring actors from Texas out in Hollywood. The movie is really sad though, because it is a true story. I pray that the killer is found and convicted. The one good thing is that bc of her death, we now have the Amber Alert to help find missing children quickly after they are abducted.",negative
"A widely unknown strange little western with mindblowing colours (probably the same material as it was used in ""Johnny Guitar"", I guess ""Trucolor"" or something, which makes blood drips look like shining rubies), nearly surrealistic scenes with twisted action and characters. Something different, far from being a masterpiece, but there should be paid more attention to this little gem in western encyclopedias.",positive
"Directed by Diane Keaton and adapted from a book by Franz Lidz. A young mother Selma Lidz(Andie MacDowell)is battling a very serious illness and her self proclaimed inventor husband Sid(John Tururro)is a little lacking in the emotions department. Unhappy with the new home situation, their sensitive son Steven(Nathan Watt)decides he wants to stay with his two eccentric uncles Danny(Michael Richards)and Melvin(Lou Cutell)until his mom is well. Steven seems to be happier and even takes interest in his strange uncle's living habits; he even decides he wants to change his name to Franz. Set in the early 60's, this drama is a bit comedic...change that to zany. Not being a MacDowell fan, UNSTRUNG HEROES assures my attitude; albeit I enjoyed the film and it is not a total waste.",negative
"I got a chance to talk with the co-creator, Rebecca Cammisa at the 2002 High Falls Film Festival in Rochester, NY. She said that her style is to be completely open and uninhibited in filmmaking but was very happy to be so severely constrained in the tight quarters of the group home. The narrow hallways and small rooms were expertly shot with a realism that would have been lost with more controlled and deliberate camera work.<br /><br />Sister Helen herself is a remarkable character, coming from tragedy in her own life to being an unusual combination of caring, tough, and street smart. The way the film introduces us to her past is excellent, spending only a few carefully selected minutes sprinkled throughout.<br /><br />In all, I can't begin to correctly heap on praise for this film. It really is a treasure of cinema and the subject a treasure of humanity.",positive
"I've watched this film a few times and I never really liked it. I'm not a fan so termed ""nu horror"", so I can't be dismissed on that account. I found it a little sleazy, I think the thing that irks me about Hammers is the sexploitation aspect, not sex mind you, but Sexploitation. I'm surprised at how many people have rated this film so highly, so I'll have another look at it. But for me, it wasn't creepy, it had no atmosphere, just a bit of ""omigod, look at those bad/stupid London prostitute women and that little innocent Anna about to get raped by yet another nasty man, ooherh!"" I suppose ultimately for me, the film had no depth whatsoever, just a bunch of nasty priggish men and women only there for the titillation value. This no doubt was to some degree what Victorian England was like, but the sets are even too clunky and dull impart a sense of Victorian menace. Roger Corman's horrors on the other hand, now that's style, atmosphere and elegant horror. For me, this was just exploitative, flat footed trash.",negative
"Nothing but the director's juvenile fantasy come to life. This 'movie' is nothing more than an excuse for the director/actor to play kissy face with an attractive young woman who would otherwise never give him the time of day.<br /><br />The plot is simple, the direction is nonexistent and the movie drags while the actor/director/writer/narrator narrates. Don't be fooled by the 'X' rating, there is no nudity and minimal gore.",negative
"1989 was already a year in where Eddie Murphy wasn't that longer hot and started making movies that soon would be forgotten. Funnily enough, it was also the year in where Murphy directed his first film, but it also would be the first and last experiment. ""Harlem nights"" wasn't exactly what you can call a success even if it was great to see the two best black comedians together namely Murphy and Richard Pryor. Don't blame it on the actors as they all played their roles like you expected them do, even if you have to face (again) the typical Murphy-laugh. The worst thing from ""Harlem nights"" are both the scenario and its terrible decors. Everything is set in the roaring twenties and everybody has their profit from the forbidden clubs. Sugar Ray (Pryor) and his adopted son Quickie (Murphy) are gathering easily 10000 dollar per day but of course soon the mob and the corrupt police come around the corner to claim their part of the cookie. Sugar and Quickie aren't guys who give their money for free and have their own plans. You can watch ""Harlem Nights"" that's for sure, but if you puke from the moment you hear the name Murphy you better avoid as after all this movie is nothing but a lame excuse to see some good jokes.",negative
"The main reason to see this film is Warren William, who is in top form as the shyster campaign manager. He is electric, constantly finding ways to fool the public and defeat the opposing party in the midst of the biggest disasters. William is a great actor -- I feel he never got his due. Bette Davis as his girlfriend also shines in an under-written role. Personally, I found Guy Kibbee not quite right as the lame-brained candidate that William and the others are trying to foist on the public. He seemed more like an empty canvas than a person. I would have preferred to see a real character emerge rather than a non-character. The story itself is implausible, silly and clichéd. But Warren William and Bette Davis are well worth watching.",positive
"This may just be the worst movie ever produced. Worst plot, worst acting, worst special effects...be prepared if you want to watch this. The only way to get enjoyment out of it is to light a match and burn the tape of it, knowing it will never fall into the hands of any sane person again.",negative
"I first saw Love in Limbo playing late on free to air TV about five years ago, and since then it's a movie I'll always remember warmly as one of those films you see and are forever influenced by.<br /><br />For the uninitiated, Australian film has a long history of making off-beat comedies about lovable losers, and Love in Limbo is a sterling example of this. Whilst Russel Crowe is the only name actor in it (although these days he's all a movie needs), the rest of the Aussie cast is good- he still steals the show as a nervous, nerdy, virgin loser though.<br /><br />The general premise is a lot like American Pie. A group of friends wanting to get laid and become men. As you'd expect, the entire movie focusses on this (with a sub-plot about the lead's mother and various other incidents), and is full of humorous situations that push it towards the inevitably sweet ending.<br /><br />If you enjoyed American Pie, don't expect this to be the same- but expect the same conventions to make appearances. Love in Limbo isn't a gross out romantic comedy- but it definitely has its share of laughs, fist pumping moments when the good guy wins, and the situations every guy, Australian or otherwise, can relate to.<br /><br />See it if you liked: American Pie, Almost Famous. Strengths: Good Aussie cast, easy to relate to, good perve value. Weaknesses: Predictable at points. My Rating: 8 out of 10",positive
"I am a big fan of Fred MacMurray and Carole Lombard. And, in addition to them, Charles Butterworth (a very enjoyable supporting actor) was in this film,...so why didn't I particularly enjoy it?! Well, despite a good cast, this is one of the poorest written and most clichéd ""A pictures"" I have ever seen. Given the talent and money spent to make this film, it is shocking how slip-shod the writing was. I knew the film would be tedious when time after time early in the film I found myself predicting EXACTLY what would happen next--and I was always right! And this isn't because I am some sort of ""movie savant"", but was because almost no imagination or effort went into it. In fact, it seemed almost as if the film was just a long string of clichés all strung together! Also, I found it a bit irritating that Fred mistreated Carole so bad throughout the film and yet, true to convention, she came running to him in the end. Uggh! There is MORE suspense in a Lassie film (""will he bring people to rescue Timmy or will the rope he is dangling from break?"").<br /><br />Despite the very, very tired and clichéd script, there were a few positives about the film. It was pretty cool seeing Fred look like a broken lush at the end of the film--it was pretty believable and he looked like he hadn't eaten, shaved or slept in days. Also, Charles Butterworth's ""prattle"" did provide a few mildly humorous moments. But all this just wasn't enough to make this film look any different than a ""B movie"". It's a shame,...it could have been so much better.",negative
"Okay, I grew up on Who, but haven't loved a Doctor since Tom Baker. Christopher Eccleston made me love Who again and I'll be furious with him forever for leaving. <br /><br />The writing is grand, the acting superb, the directing (which was dreadful in the old days) is just fantastic. I was very skeptical about this programme, and watched it merely out of being forced, but am now a huge fan and love it (I have a ringtone of a Dalek screaming ""Exterminate"" then). <br /><br />A few of the things I love about the new programme -- 1) people actually notice when Rose (Billie Piper) disappears off the planet. Some of the old shows an assistant would drop off for a while, and then come home like nothing has happened, no one noticed. 2) Chris Eccleston's doc loves Rose -- romantic or not will be debated, but there is no doubt that 9 loves and cares about his companion. He'd destroy the world if he had to to save her, which the old show was lacking -- often a doctor wouldn't care if he never saw his assistants again. 3) They talk and think like real people -- when Rose is shown something outlandish or new (such as aliens) she acts like a real person would -- gobsmacked. I never liked it when an assistant from the old show, who never saw anything alien, would just fit right in and adapt instantly. I want to see the surprise on Rose's face when she sees a plastic dummy come to life. She gives that to me. <br /><br />The few things I don't like about this series: 1)nearly everything happens on earth (London or Cardiff) and I was sort of hoping for a more off-world sort of show. 2) That Eccleston left so quickly, he really made the show brilliant. <br /><br />But I can let those few things go -- I far more enjoy the series than I ever expected to, so I don't mind if they have stuff set on earth. <br /><br />Just don't take this show seriously -- it's fun, it's smart, it's entertaining, but it's not a super-serious heavy duty show. It's pure fun, and pure British, and I can't get enough. Watch it with an open mind, and just put your brain into neutral and enjoy!<br /><br />ps -- don't watch series 2 or later. series 1 was brilliant, the first few episodes of series 2 were good, but don't watch it once it gets to Love and Monsters. Utter rubbish, completely destroys the show.",positive
"...un-funny and un-entertaining, possibly the worst movie I have ever had the misfortune to watch. Think 'Ernest goes to..' humour done even worse. Myself and my girlfriend sat through it just to see if it could be as consistently dire as it seems in the opening sequence... Yes it is. Avoid at all costs.",negative
"Just got around to seeing Monster Man yesterday. It had been a long wait and after lots of anticipation and build up, I'm glad to say that it came through and met my expectations on every level. True, you really can't expect too much from hearing the plot rundown, but after reading some of the reviews for it, I was ecstatic. I mean, what trash fan wouldn't want to see a gore flick about a deranged inbred hick mowing people down with his make-shift monster truck? I went in expecting a cross between Road Trip and The Hills Have Eyes and got so much more. This was a horror comedy that actually worked. The film makers got it right when it came to making you squirm and making you howl with laughter at the same time. Kudos to Michael Davis for going all out with the gore and pushing the envelope with the sickass humor. Let me list just a few reasons why I love this movie so much: First off is the story. It's been done to death in so many other flicks. A college guy gets wind that his childhood crush is getting married. He, being the 25 year old virgin that he is, hops in his Vista Cruiser and decides to take the road trip to confess his love, hoping that she will fall head over hills and all that good jive. Hidden in the backseat of his station wagon, is good buddy Harley. Harley is the loudmouth, former friend, who laughs and talks just like Jack Black in High Fidelity. You can't help but like the guy, but if he was your friend in real life, you'd have to keep a whiffle ball bat handy(laugh all you want, but have you ever been hit with one?) to keep him in check. So, he's a little on the obnoxious side, to say the least, but you can tell that he's a loyal friend, deep down...Anyway, they're on the road and when they stop in a bar, they aggravate the locals. Now they're being stalked by a leatherface clone in a monster truck. That's it. Yeah, along the way they pick up a gorgeous hitchhiker but I'm too lazy and hungover to go into that right now... so just watch the damn movie.<br /><br />Second thing I love was the humor. This one had some of the sickest laughs of any movie since Cabin Fever. Just how messed up is it? Well, I won't even go into the whole cat scene and as for the ""corpse burrito"" thing, I'll leave that to your virgin eyes as well. The bar full of amputees was somewhat disturbing and that guy who looked like John Turturro bothered me too. Harley, although a totally obnoxious frat-boy type, can really sling off the one liners. Love the clogs, by the way. I need a new pair..<br /><br />The GORE. This one pours it on heavy. While the first hour plays out as a demented road comedy, the last third is all about blood and guts. If the movie hadn't kept such a light tone throughout, it would have been a little disturbing, but seeing how it was all played for laughs, there is no way possible that you will be bothered by it. If you're still in your seat by the time it comes, you'll probably see the humor in it too, but seriously, there were buckets and buckets of the red stuff. There was a big plot turn that I DIDN'T see coming and when the credits rolled, I was completely satisfied. I had gotten exactly what I came for and I'm really glad that I bought it. Much like Cabin Fever, it's going to get a lot of replay.<br /><br />The Look of the movie was outstanding. There was this deliberately cheap look that made the whole thing scream late 80s and I loved the exaggerated colors. It's obvious that Monster Man was done on a relatively low budget, but much like Cabin Fever (sorry I keep comparing the two) it actually works in the movie's favor. Cabin Fever was an ode to the 70s greats, this was the 80s answer to that. So take that for what it's worth. No CGI here. This is what we all needed. I'm not exactly sure why it didn't get a theatrical release because this is everything that Jeepers Creepers SHOULD have been. Thank god for Lions Gate.",positive
"I hired the DVD yesterday and first of all it started bad, it's 4:3 aspect ratio film, and it just keeps getting worse, the acting is so bad and the movie itself is way to predictable, I was like watching the movie and said to myself: this going to happen next and guess what happened? right...<br /><br />if you want to see a good action boxing movie, don't watch this one you'll end disappointed on this low-budget movie like I did. go and see Ali its way better!",negative
"Considering 'A Star is Born' had been made twice already by the time the 1976 film came into production, the latest remake has a freshness about it that can be attributed to the fantastic chemistry between the entire acting ensemble. A viewer could be forgiven for believing that Kris Kristofferson & Barbara Streisand were a couple off screen as well as on, with their incredible displays of pure affection towards one another.<br /><br />The film has been described in the past as a 'Barbara Streisand concert on film, set to a soap opera storyline' however for anyone that enjoys watching a film that takes you beyond the living room into a world where the characters seem truly alive - A Star is Born is well worth the hiring price.<br /><br />With its incredible soundtrack, flawless acting and touching reality in regards to human emotions and the true frailty of life; A Star is Born is a film that draws you into the world of Esther Hoffman & the love of her life John Norman Howard.<br /><br />A film for anyone that sees the beauty in real love - the kind that keeps you devoted to a person even as they break your heart...",positive
